Experiment	Oscilloscope	
1.7969999E+0	-7.0027298E-8
1.7979999E+0	-7.0027276E-8
1.7989999E+0	-7.0027241E-8
1.7999998E+0	-7.0027220E-8
1.8009999E+0	-7.0027284E-8
1.8019999E+0	-7.0027284E-8
1.8029999E+0	-7.0027262E-8
1.8039999E+0	-7.0027149E-8
1.8049998E+0	-7.0027085E-8
1.8059999E+0	-7.0027141E-8
1.8069999E+0	-7.0027070E-8
1.8079998E+0	-7.0027120E-8
1.8089999E+0	-7.0026942E-8
1.8099998E+0	-7.0026886E-8
1.8109999E+0	-7.0027113E-8
1.8119999E+0	-7.0026964E-8
1.8129998E+0	-7.0026857E-8
1.8139999E+0	-7.0027070E-8
1.8149998E+0	-7.0026907E-8
1.8159999E+0	-7.0026843E-8
1.8169999E+0	-7.0026708E-8
1.8179998E+0	-7.0026516E-8
1.8189999E+0	-7.0026857E-8
1.8199999E+0	-7.0027056E-8
1.8209999E+0	-7.0026971E-8
1.8219999E+0	-7.0027014E-8
1.8229998E+0	-7.0026658E-8
1.8239999E+0	-7.0026580E-8
1.8249999E+0	-7.0027028E-8
1.8259999E+0	-7.0027113E-8
1.8269999E+0	-7.0027099E-8
1.8279998E+0	-7.0027156E-8
1.8289999E+0	-7.0027198E-8
1.8299999E+0	-7.0027056E-8
1.8309999E+0	-7.0026992E-8
1.8319999E+0	-7.0027028E-8
1.8329998E+0	-7.0027021E-8
1.8339999E+0	-7.0027177E-8
1.8349999E+0	-7.0027198E-8
1.8359998E+0	-7.0027049E-8
1.8369999E+0	-7.0027113E-8
1.8379998E+0	-7.0027106E-8
1.8389999E+0	-7.0027284E-8
1.8399999E+0	-7.0027497E-8
1.8409998E+0	-7.0027568E-8
1.8419999E+0	-7.0027291E-8
1.8429998E+0	-7.0027205E-8
1.8439999E+0	-7.0027284E-8
1.8449999E+0	-7.0026928E-8
1.8459998E+0	-7.0027248E-8
1.8469999E+0	-7.0027198E-8
1.8479999E+0	-7.0027056E-8
1.8489999E+0	-7.0027269E-8
1.8499999E+0	-7.0027284E-8
1.8509998E+0	-7.0027383E-8
1.8519999E+0	-7.0027298E-8
1.8529999E+0	-7.0027014E-8
1.8539999E+0	-7.0027234E-8
1.8549999E+0	-7.0027212E-8
1.8559998E+0	-7.0026971E-8
1.8569999E+0	-7.0027085E-8
1.8579999E+0	-7.0027220E-8
1.8589998E+0	-7.0027269E-8
1.8599999E+0	-7.0027340E-8
1.8609998E+0	-7.0027170E-8
1.8619999E+0	-7.0027355E-8
1.8629999E+0	-7.0027234E-8
1.8639998E+0	-7.0027198E-8
1.8649999E+0	-7.0027241E-8
1.8659998E+0	-7.0026964E-8
1.8669999E+0	-7.0027085E-8
1.8679999E+0	-7.0027220E-8
1.8689998E+0	-7.0027326E-8
1.8699999E+0	-7.0027340E-8
1.8709998E+0	-7.0027284E-8
1.8719999E+0	-7.0027149E-8
1.8729999E+0	-7.0027113E-8
1.8739998E+0	-7.0026829E-8
1.8749999E+0	-7.0026857E-8
1.8759999E+0	-7.0026971E-8
1.8769999E+0	-7.0026886E-8
1.8779999E+0	-7.0026822E-8
1.8789998E+0	-7.0026928E-8
1.8799999E+0	-7.0026893E-8
1.8809999E+0	-7.0027056E-8
1.8819999E+0	-7.0027312E-8
1.8829999E+0	-7.0027440E-8
1.8839998E+0	-7.0027220E-8
1.8849999E+0	-7.0027205E-8
1.8859999E+0	-7.0027212E-8
1.8869998E+0	-7.0027276E-8
1.8879999E+0	-7.0027355E-8
1.8889998E+0	-7.0027397E-8
1.8899999E+0	-7.0027085E-8
1.8909999E+0	-7.0027212E-8
1.8919998E+0	-7.0027355E-8
1.8929999E+0	-7.0027184E-8
1.8939998E+0	-7.0027149E-8
1.8949999E+0	-7.0027212E-8
1.8959999E+0	-7.0027326E-8
1.8969998E+0	-7.0027625E-8
1.8979999E+0	-7.0027326E-8
1.8989998E+0	-7.0027383E-8
1.8999999E+0	-7.0027625E-8
1.9009999E+0	-7.0027596E-8
1.9019998E+0	-7.0027554E-8
1.9029999E+0	-7.0027411E-8
1.9039999E+0	-7.0027170E-8
1.9049999E+0	-7.0027156E-8
1.9059999E+0	-7.0027056E-8
1.9069998E+0	-7.0026829E-8
1.9079999E+0	-7.0027227E-8
1.9089999E+0	-7.0027511E-8
1.9099998E+0	-7.0027468E-8
1.9109999E+0	-7.0027532E-8
1.9119998E+0	-7.0027433E-8
1.9129999E+0	-7.0027255E-8
1.9139999E+0	-7.0027298E-8
1.9149998E+0	-7.0027355E-8
1.9159999E+0	-7.0027212E-8
1.9169998E+0	-7.0027461E-8
1.9179999E+0	-7.0027397E-8
1.9189999E+0	-7.0027255E-8
1.9199998E+0	-7.0027305E-8
1.9209999E+0	-7.0027440E-8
1.9219998E+0	-7.0027390E-8
1.9229999E+0	-7.0027468E-8
1.9239999E+0	-7.0027340E-8
1.9249998E+0	-7.0027170E-8
1.9259999E+0	-7.0027099E-8
1.9269999E+0	-7.0027042E-8
1.9279999E+0	-7.0027028E-8
1.9289999E+0	-7.0027212E-8
1.9299998E+0	-7.0027390E-8
1.9309999E+0	-7.0027312E-8
1.9319999E+0	-7.0027497E-8
1.9329998E+0	-7.0027284E-8
1.9339999E+0	-7.0026999E-8
1.9349998E+0	-7.0026729E-8
1.9359999E+0	-7.0027014E-8
1.9369999E+0	-7.0027355E-8
1.9379998E+0	-7.0027617E-8
1.9389999E+0	-7.0027582E-8
1.9399998E+0	-7.0027440E-8
1.9409999E+0	-7.0027212E-8
1.9419999E+0	-7.0027248E-8
1.9429998E+0	-7.0027582E-8
1.9439999E+0	-7.0027667E-8
1.9449998E+0	-7.0027355E-8
1.9459999E+0	-7.0027170E-8
1.9469999E+0	-7.0027056E-8
1.9479998E+0	-7.0027312E-8
1.9489999E+0	-7.0027383E-8
1.9499998E+0	-7.0027603E-8
1.9509999E+0	-7.0027717E-8
1.9519999E+0	-7.0027639E-8
1.9529998E+0	-7.0027575E-8
1.9539999E+0	-7.0027539E-8
1.9549999E+0	-7.0027248E-8
1.9559999E+0	-7.0027397E-8
1.9569999E+0	-7.0027440E-8
1.9579998E+0	-7.0027312E-8
1.9589999E+0	-7.0027461E-8
1.9599999E+0	-7.0027426E-8
1.9609998E+0	-7.0027198E-8
1.9619999E+0	-7.0027319E-8
1.9629998E+0	-7.0027461E-8
1.9639999E+0	-7.0027141E-8
1.9649999E+0	-7.0027191E-8
1.9659998E+0	-7.0027092E-8
1.9669999E+0	-7.0027099E-8
1.9679998E+0	-7.0027482E-8
1.9689999E+0	-7.0027298E-8
1.9699999E+0	-7.0027070E-8
1.9709998E+0	-7.0026864E-8
1.9719999E+0	-7.0027028E-8
1.9729998E+0	-7.0027056E-8
1.9739999E+0	-7.0027113E-8
1.9749999E+0	-7.0026950E-8
1.9759998E+0	-7.0027056E-8
1.9769999E+0	-7.0027156E-8
1.9779998E+0	-7.0027021E-8
1.9789999E+0	-7.0026999E-8
1.9799999E+0	-7.0027127E-8
1.9809998E+0	-7.0027134E-8
1.9819999E+0	-7.0027220E-8
1.9829999E+0	-7.0027497E-8
1.9839998E+0	-7.0027539E-8
1.9849999E+0	-7.0027369E-8
1.9859998E+0	-7.0027262E-8
1.9869999E+0	-7.0027184E-8
1.9879999E+0	-7.0027212E-8
1.9889998E+0	-7.0027468E-8
1.9899999E+0	-7.0027674E-8
1.9909998E+0	-7.0027561E-8
1.9919999E+0	-7.0027724E-8
1.9929999E+0	-7.0027482E-8
1.9939998E+0	-7.0027298E-8
1.9949999E+0	-7.0027184E-8
1.9959998E+0	-7.0027070E-8
1.9969999E+0	-7.0027284E-8
1.9979999E+0	-7.0027397E-8
1.9989998E+0	-7.0027021E-8
1.9999999E+0	-7.0027113E-8
2.0009999E+0	-7.0027134E-8
2.0019999E+0	-7.0027170E-8
2.0029998E+0	-7.0027490E-8
2.0039999E+0	-7.0027504E-8
2.0049999E+0	-7.0027269E-8
2.0059998E+0	-7.0026864E-8
2.0070000E+0	-7.0026829E-8
2.0079999E+0	-7.0026942E-8
2.0089998E+0	-7.0027028E-8
2.0099998E+0	-7.0027042E-8
2.0109999E+0	-7.0027255E-8
2.0119998E+0	-7.0027198E-8
2.0129998E+0	-7.0027241E-8
2.0139999E+0	-7.0027355E-8
2.0149999E+0	-7.0027191E-8
2.0159998E+0	-7.0027177E-8
2.0170000E+0	-7.0027014E-8
2.0179999E+0	-7.0027028E-8
2.0189998E+0	-7.0027298E-8
2.0199997E+0	-7.0027063E-8
2.0209999E+0	-7.0026843E-8
2.0219998E+0	-7.0026850E-8
2.0229998E+0	-7.0026701E-8
2.0239999E+0	-7.0026751E-8
2.0249999E+0	-7.0026914E-8
2.0259998E+0	-7.0026843E-8
2.0270000E+0	-7.0026829E-8
2.0279999E+0	-7.0026758E-8
2.0289998E+0	-7.0026573E-8
2.0300000E+0	-7.0026516E-8
2.0309999E+0	-7.0026751E-8
2.0319998E+0	-7.0026829E-8
2.0329998E+0	-7.0026900E-8
2.0339999E+0	-7.0026914E-8
2.0349998E+0	-7.0026786E-8
2.0359998E+0	-7.0026815E-8
2.0369999E+0	-7.0027014E-8
2.0379999E+0	-7.0027056E-8
2.0389998E+0	-7.0027212E-8
2.0400000E+0	-7.0027497E-8
2.0409999E+0	-7.0027468E-8
2.0419998E+0	-7.0027262E-8
2.0429997E+0	-7.0027170E-8
2.0439999E+0	-7.0026942E-8
2.0449998E+0	-7.0026985E-8
2.0459998E+0	-7.0026914E-8
2.0469999E+0	-7.0026630E-8
2.0479999E+0	-7.0026985E-8
2.0489998E+0	-7.0027141E-8
2.0500000E+0	-7.0027042E-8
2.0509999E+0	-7.0027006E-8
2.0519998E+0	-7.0026807E-8
2.0530000E+0	-7.0026722E-8
2.0539999E+0	-7.0026971E-8
2.0549998E+0	-7.0026616E-8
2.0559998E+0	-7.0026495E-8
2.0569999E+0	-7.0026971E-8
2.0579998E+0	-7.0026921E-8
2.0589998E+0	-7.0026935E-8
2.0599999E+0	-7.0026935E-8
2.0609999E+0	-7.0026623E-8
2.0619998E+0	-7.0026871E-8
2.0630000E+0	-7.0027092E-8
2.0639999E+0	-7.0027063E-8
2.0649998E+0	-7.0026928E-8
2.0659997E+0	-7.0026857E-8
2.0669999E+0	-7.0026715E-8
2.0679998E+0	-7.0026601E-8
2.0689998E+0	-7.0026800E-8
2.0699999E+0	-7.0026665E-8
2.0709999E+0	-7.0026601E-8
2.0719998E+0	-7.0026729E-8
2.0730000E+0	-7.0026751E-8
2.0739999E+0	-7.0026559E-8
2.0749998E+0	-7.0026644E-8
2.0760000E+0	-7.0026417E-8
2.0769999E+0	-7.0026651E-8
2.0779998E+0	-7.0026971E-8
2.0789998E+0	-7.0026971E-8
2.0799999E+0	-7.0027113E-8
2.0809999E+0	-7.0026971E-8
2.0819998E+0	-7.0026786E-8
2.0829999E+0	-7.0026815E-8
2.0839999E+0	-7.0027070E-8
2.0849998E+0	-7.0027063E-8
2.0860000E+0	-7.0026921E-8
2.0869999E+0	-7.0027006E-8
2.0879998E+0	-7.0026999E-8
2.0889997E+0	-7.0026857E-8
2.0899999E+0	-7.0026893E-8
2.0909998E+0	-7.0027014E-8
2.0919998E+0	-7.0027070E-8
2.0929999E+0	-7.0026999E-8
2.0939999E+0	-7.0026857E-8
2.0949998E+0	-7.0026715E-8
2.0960000E+0	-7.0026573E-8
2.0969999E+0	-7.0026545E-8
2.0979998E+0	-7.0026630E-8
2.0989997E+0	-7.0026871E-8
2.0999999E+0	-7.0027070E-8
2.1009998E+0	-7.0026871E-8
2.1019998E+0	-7.0026900E-8
2.1029999E+0	-7.0026779E-8
2.1039999E+0	-7.0026950E-8
2.1049998E+0	-7.0027326E-8
2.1059999E+0	-7.0027092E-8
2.1069999E+0	-7.0026914E-8
2.1079998E+0	-7.0027156E-8
2.1090000E+0	-7.0026843E-8
2.1099999E+0	-7.0026687E-8
2.1109998E+0	-7.0026815E-8
2.1119998E+0	-7.0026729E-8
2.1129999E+0	-7.0026871E-8
2.1139998E+0	-7.0027056E-8
2.1149998E+0	-7.0027227E-8
2.1159999E+0	-7.0027262E-8
2.1169999E+0	-7.0027291E-8
2.1179998E+0	-7.0027127E-8
2.1190000E+0	-7.0026928E-8
2.1199999E+0	-7.0026978E-8
2.1209998E+0	-7.0027028E-8
2.1219997E+0	-7.0027085E-8
2.1229999E+0	-7.0027284E-8
2.1239998E+0	-7.0027255E-8
2.1249998E+0	-7.0027355E-8
2.1259999E+0	-7.0027582E-8
2.1269999E+0	-7.0027539E-8
2.1279998E+0	-7.0027454E-8
2.1289999E+0	-7.0027355E-8
2.1299999E+0	-7.0027049E-8
2.1309998E+0	-7.0027127E-8
2.1320000E+0	-7.0027248E-8
2.1329999E+0	-7.0027056E-8
2.1339998E+0	-7.0027177E-8
2.1349998E+0	-7.0027212E-8
2.1359999E+0	-7.0027042E-8
2.1369998E+0	-7.0027212E-8
2.1379998E+0	-7.0027113E-8
2.1389999E+0	-7.0027156E-8
2.1399999E+0	-7.0027440E-8
2.1409998E+0	-7.0027141E-8
2.1420000E+0	-7.0027014E-8
2.1429999E+0	-7.0027014E-8
2.1439998E+0	-7.0027042E-8
2.1449997E+0	-7.0027106E-8
2.1459999E+0	-7.0027284E-8
2.1469998E+0	-7.0027284E-8
2.1479998E+0	-7.0027234E-8
2.1489999E+0	-7.0027099E-8
2.1499999E+0	-7.0027014E-8
2.1509998E+0	-7.0027184E-8
2.1520000E+0	-7.0027227E-8
2.1529999E+0	-7.0027099E-8
2.1539998E+0	-7.0027120E-8
2.1549997E+0	-7.0026957E-8
2.1559999E+0	-7.0027028E-8
2.1569998E+0	-7.0027070E-8
2.1579998E+0	-7.0027198E-8
2.1589999E+0	-7.0027362E-8
2.1599998E+0	-7.0027291E-8
2.1609998E+0	-7.0027248E-8
2.1619999E+0	-7.0027070E-8
2.1629999E+0	-7.0026864E-8
2.1639998E+0	-7.0027241E-8
2.1650000E+0	-7.0027397E-8
2.1659999E+0	-7.0027383E-8
2.1669998E+0	-7.0027191E-8
2.1679997E+0	-7.0027347E-8
2.1689999E+0	-7.0027028E-8
2.1699998E+0	-7.0026914E-8
2.1709998E+0	-7.0026914E-8
2.1719999E+0	-7.0027241E-8
2.1729999E+0	-7.0027419E-8
2.1739998E+0	-7.0027497E-8
2.1750000E+0	-7.0027312E-8
2.1759999E+0	-7.0027319E-8
2.1769998E+0	-7.0027411E-8
2.1779997E+0	-7.0027369E-8
2.1789999E+0	-7.0027539E-8
2.1799998E+0	-7.0027568E-8
2.1809998E+0	-7.0027397E-8
2.1819999E+0	-7.0027369E-8
2.1829998E+0	-7.0027312E-8
2.1839998E+0	-7.0027411E-8
2.1849999E+0	-7.0027603E-8
2.1859999E+0	-7.0027610E-8
2.1869998E+0	-7.0027575E-8
2.1880000E+0	-7.0027838E-8
2.1889999E+0	-7.0027703E-8
2.1899998E+0	-7.0027355E-8
2.1909997E+0	-7.0027298E-8
2.1919999E+0	-7.0027298E-8
2.1929998E+0	-7.0027198E-8
2.1939998E+0	-7.0027269E-8
2.1949999E+0	-7.0027383E-8
2.1959999E+0	-7.0027461E-8
2.1969998E+0	-7.0027291E-8
2.1980000E+0	-7.0027085E-8
2.1989999E+0	-7.0027234E-8
2.1999998E+0	-7.0027426E-8
2.2009997E+0	-7.0027475E-8
2.2019999E+0	-7.0027561E-8
2.2029998E+0	-7.0027482E-8
2.2039998E+0	-7.0027454E-8
2.2049999E+0	-7.0027397E-8
2.2059999E+0	-7.0027447E-8
2.2069998E+0	-7.0027461E-8
2.2079999E+0	-7.0027475E-8
2.2089999E+0	-7.0027419E-8
2.2099998E+0	-7.0027127E-8
2.2110000E+0	-7.0027134E-8
2.2119999E+0	-7.0027511E-8
2.2129998E+0	-7.0027447E-8
2.2139997E+0	-7.0027276E-8
2.2149999E+0	-7.0027426E-8
2.2159998E+0	-7.0027198E-8
2.2169998E+0	-7.0027397E-8
2.2179999E+0	-7.0027596E-8
2.2189999E+0	-7.0027539E-8
2.2199998E+0	-7.0027575E-8
2.2210000E+0	-7.0027653E-8
2.2219999E+0	-7.0027440E-8
2.2229998E+0	-7.0027220E-8
2.2239997E+0	-7.0027241E-8
2.2249999E+0	-7.0027454E-8
2.2259998E+0	-7.0027724E-8
2.2269998E+0	-7.0027639E-8
2.2279999E+0	-7.0027681E-8
2.2289999E+0	-7.0027596E-8
2.2299998E+0	-7.0027383E-8
2.2309999E+0	-7.0027539E-8
2.2319999E+0	-7.0027781E-8
2.2329998E+0	-7.0027696E-8
2.2339997E+0	-7.0027525E-8
2.2349999E+0	-7.0027433E-8
2.2359998E+0	-7.0027511E-8
2.2369998E+0	-7.0027411E-8
2.2379999E+0	-7.0027227E-8
2.2389998E+0	-7.0027340E-8
2.2399998E+0	-7.0027525E-8
2.2409999E+0	-7.0027404E-8
2.2419999E+0	-7.0027568E-8
2.2429998E+0	-7.0027596E-8
2.2440000E+0	-7.0027262E-8
2.2449999E+0	-7.0027284E-8
2.2459998E+0	-7.0027454E-8
2.2469997E+0	-7.0027767E-8
2.2479999E+0	-7.0027909E-8
2.2489998E+0	-7.0027525E-8
2.2499998E+0	-7.0027177E-8
2.2509999E+0	-7.0027184E-8
2.2519999E+0	-7.0026964E-8
2.2529998E+0	-7.0027006E-8
2.2539999E+0	-7.0027184E-8
2.2549999E+0	-7.0027333E-8
2.2559998E+0	-7.0027433E-8
2.2569997E+0	-7.0027319E-8
2.2579999E+0	-7.0027127E-8
2.2589998E+0	-7.0027198E-8
2.2599998E+0	-7.0027397E-8
2.2609999E+0	-7.0027433E-8
2.2619998E+0	-7.0027610E-8
2.2629998E+0	-7.0027610E-8
2.2639999E+0	-7.0027241E-8
2.2649999E+0	-7.0027127E-8
2.2659998E+0	-7.0027298E-8
2.2670000E+0	-7.0027362E-8
2.2679999E+0	-7.0027504E-8
2.2689998E+0	-7.0027426E-8
2.2699997E+0	-7.0027234E-8
2.2709999E+0	-7.0027312E-8
2.2719998E+0	-7.0027340E-8
2.2729998E+0	-7.0027326E-8
2.2739999E+0	-7.0027220E-8
2.2749999E+0	-7.0027042E-8
2.2759998E+0	-7.0027077E-8
2.2770000E+0	-7.0027447E-8
2.2779999E+0	-7.0027411E-8
2.2789998E+0	-7.0027205E-8
2.2799997E+0	-7.0027198E-8
2.2809999E+0	-7.0027184E-8
2.2819998E+0	-7.0027085E-8
2.2829998E+0	-7.0027127E-8
2.2839999E+0	-7.0027042E-8
2.2849998E+0	-7.0027305E-8
2.2859998E+0	-7.0027255E-8
2.2869999E+0	-7.0027227E-8
2.2879999E+0	-7.0027276E-8
2.2889998E+0	-7.0027070E-8
2.2899997E+0	-7.0026815E-8
2.2909999E+0	-7.0026971E-8
2.2919998E+0	-7.0027127E-8
2.2929997E+0	-7.0027170E-8
2.2939999E+0	-7.0027227E-8
2.2949998E+0	-7.0027070E-8
2.2959998E+0	-7.0027042E-8
2.2969999E+0	-7.0026957E-8
2.2979999E+0	-7.0027028E-8
2.2989998E+0	-7.0027269E-8
2.3000000E+0	-7.0027177E-8
2.3009999E+0	-7.0027085E-8
2.3019998E+0	-7.0027198E-8
2.3029997E+0	-7.0027184E-8
2.3039999E+0	-7.0026914E-8
2.3049998E+0	-7.0026871E-8
2.3059998E+0	-7.0026971E-8
2.3069999E+0	-7.0027113E-8
2.3079998E+0	-7.0027255E-8
2.3089998E+0	-7.0026886E-8
2.3099999E+0	-7.0026772E-8
2.3109999E+0	-7.0026829E-8
2.3119998E+0	-7.0026672E-8
2.3129997E+0	-7.0026672E-8
2.3139999E+0	-7.0026729E-8
2.3149998E+0	-7.0026758E-8
2.3159997E+0	-7.0026800E-8
2.3169999E+0	-7.0026942E-8
2.3179998E+0	-7.0026829E-8
2.3189998E+0	-7.0026850E-8
2.3199999E+0	-7.0026722E-8
2.3209999E+0	-7.0026701E-8
2.3219998E+0	-7.0026900E-8
2.3230000E+0	-7.0027212E-8
2.3239999E+0	-7.0026829E-8
2.3249998E+0	-7.0026758E-8
2.3259997E+0	-7.0026744E-8
2.3269999E+0	-7.0026779E-8
2.3279998E+0	-7.0027170E-8
2.3289998E+0	-7.0027198E-8
2.3299999E+0	-7.0026985E-8
2.3309999E+0	-7.0027035E-8
2.3319998E+0	-7.0026786E-8
2.3329999E+0	-7.0026928E-8
2.3339999E+0	-7.0027014E-8
2.3349998E+0	-7.0027014E-8
2.3359997E+0	-7.0027177E-8
2.3369999E+0	-7.0027326E-8
2.3379998E+0	-7.0026957E-8
2.3389997E+0	-7.0026985E-8
2.3399999E+0	-7.0026992E-8
2.3409998E+0	-7.0026836E-8
2.3419998E+0	-7.0027099E-8
2.3429999E+0	-7.0027170E-8
2.3439999E+0	-7.0027099E-8
2.3449998E+0	-7.0027042E-8
2.3460000E+0	-7.0026758E-8
2.3469999E+0	-7.0026616E-8
2.3479998E+0	-7.0027198E-8
2.3489997E+0	-7.0027056E-8
2.3499999E+0	-7.0026857E-8
2.3509998E+0	-7.0026701E-8
2.3519998E+0	-7.0026815E-8
2.3529999E+0	-7.0026786E-8
2.3539999E+0	-7.0026744E-8
2.3549998E+0	-7.0026616E-8
2.3559999E+0	-7.0026552E-8
2.3569999E+0	-7.0026800E-8
2.3579998E+0	-7.0026772E-8
2.3589997E+0	-7.0026800E-8
2.3599999E+0	-7.0026758E-8
2.3609998E+0	-7.0026701E-8
2.3619998E+0	-7.0026687E-8
2.3629999E+0	-7.0026900E-8
2.3639998E+0	-7.0026928E-8
2.3649998E+0	-7.0026957E-8
2.3659999E+0	-7.0026928E-8
2.3669999E+0	-7.0026886E-8
2.3679998E+0	-7.0027156E-8
2.3689997E+0	-7.0027255E-8
2.3699999E+0	-7.0027276E-8
2.3709998E+0	-7.0027262E-8
2.3719997E+0	-7.0027241E-8
2.3729999E+0	-7.0027170E-8
2.3739998E+0	-7.0026964E-8
2.3749998E+0	-7.0026829E-8
2.3759999E+0	-7.0026800E-8
2.3769999E+0	-7.0026879E-8
2.3779998E+0	-7.0026772E-8
2.3789999E+0	-7.0026729E-8
2.3799999E+0	-7.0026879E-8
2.3809998E+0	-7.0026871E-8
2.3819997E+0	-7.0026914E-8
2.3829999E+0	-7.0026914E-8
2.3839998E+0	-7.0026957E-8
2.3849998E+0	-7.0027028E-8
2.3859999E+0	-7.0027014E-8
2.3869998E+0	-7.0027163E-8
2.3879998E+0	-7.0027454E-8
2.3889999E+0	-7.0027504E-8
2.3899999E+0	-7.0027333E-8
2.3909998E+0	-7.0027099E-8
2.3919997E+0	-7.0027070E-8
2.3929999E+0	-7.0027212E-8
2.3939998E+0	-7.0027063E-8
2.3949997E+0	-7.0027113E-8
2.3959999E+0	-7.0027326E-8
2.3969998E+0	-7.0027326E-8
2.3979998E+0	-7.0027255E-8
2.3989999E+0	-7.0027177E-8
2.3999999E+0	-7.0027198E-8
2.4009998E+0	-7.0027149E-8
2.4020000E+0	-7.0027255E-8
2.4029999E+0	-7.0027291E-8
2.4039998E+0	-7.0027241E-8
2.4049997E+0	-7.0027141E-8
2.4059999E+0	-7.0026971E-8
2.4069998E+0	-7.0026772E-8
2.4079998E+0	-7.0027184E-8
2.4089999E+0	-7.0027212E-8
2.4099998E+0	-7.0027284E-8
2.4109998E+0	-7.0027305E-8
2.4119999E+0	-7.0027184E-8
2.4129999E+0	-7.0027141E-8
2.4139998E+0	-7.0027127E-8
2.4149997E+0	-7.0027063E-8
2.4159999E+0	-7.0027063E-8
2.4169998E+0	-7.0027383E-8
2.4179997E+0	-7.0027198E-8
2.4189999E+0	-7.0026985E-8
2.4199998E+0	-7.0027028E-8
2.4209998E+0	-7.0026800E-8
2.4219999E+0	-7.0026857E-8
2.4229999E+0	-7.0027085E-8
2.4239998E+0	-7.0027092E-8
2.4249997E+0	-7.0027113E-8
2.4259999E+0	-7.0026900E-8
2.4269998E+0	-7.0026616E-8
2.4279997E+0	-7.0026957E-8
2.4289999E+0	-7.0027205E-8
2.4299998E+0	-7.0027426E-8
2.4309998E+0	-7.0027575E-8
2.4319999E+0	-7.0027355E-8
2.4329998E+0	-7.0027156E-8
2.4339998E+0	-7.0027355E-8
2.4349999E+0	-7.0027056E-8
2.4359999E+0	-7.0026971E-8
2.4369998E+0	-7.0026964E-8
2.4379997E+0	-7.0026886E-8
2.4389999E+0	-7.0027042E-8
2.4399998E+0	-7.0027397E-8
2.4409997E+0	-7.0027319E-8
2.4419999E+0	-7.0027028E-8
2.4429998E+0	-7.0026793E-8
2.4439998E+0	-7.0026765E-8
2.4449999E+0	-7.0027099E-8
2.4459999E+0	-7.0027312E-8
2.4469998E+0	-7.0027255E-8
2.4479997E+0	-7.0027355E-8
2.4489999E+0	-7.0027333E-8
2.4499998E+0	-7.0027127E-8
2.4509997E+0	-7.0026786E-8
2.4519999E+0	-7.0027227E-8
2.4529998E+0	-7.0027404E-8
2.4539998E+0	-7.0027227E-8
2.4549999E+0	-7.0027170E-8
2.4559999E+0	-7.0027113E-8
2.4569998E+0	-7.0027085E-8
2.4579999E+0	-7.0026871E-8
2.4589999E+0	-7.0027085E-8
2.4599998E+0	-7.0027149E-8
2.4609997E+0	-7.0027099E-8
2.4619999E+0	-7.0027212E-8
2.4629998E+0	-7.0027284E-8
2.4639997E+0	-7.0027426E-8
2.4649999E+0	-7.0027497E-8
2.4659998E+0	-7.0027326E-8
2.4669998E+0	-7.0027021E-8
2.4679999E+0	-7.0026744E-8
2.4689999E+0	-7.0026822E-8
2.4699998E+0	-7.0027149E-8
2.4709997E+0	-7.0027028E-8
2.4719999E+0	-7.0026871E-8
2.4729998E+0	-7.0026701E-8
2.4739997E+0	-7.0026815E-8
2.4749999E+0	-7.0026971E-8
2.4759998E+0	-7.0027085E-8
2.4769998E+0	-7.0027141E-8
2.4779999E+0	-7.0027113E-8
2.4789999E+0	-7.0027085E-8
2.4799998E+0	-7.0027127E-8
2.4809999E+0	-7.0026942E-8
2.4819999E+0	-7.0027085E-8
2.4829998E+0	-7.0027411E-8
2.4839997E+0	-7.0027539E-8
2.4849999E+0	-7.0027632E-8
2.4859998E+0	-7.0027319E-8
2.4869998E+0	-7.0027113E-8
2.4879999E+0	-7.0027141E-8
2.4889998E+0	-7.0026786E-8
2.4899998E+0	-7.0026843E-8
2.4909999E+0	-7.0026665E-8
2.4919999E+0	-7.0026672E-8
2.4929998E+0	-7.0026829E-8
2.4939997E+0	-7.0027028E-8
2.4949999E+0	-7.0027255E-8
2.4959998E+0	-7.0027092E-8
2.4969997E+0	-7.0027241E-8
2.4979999E+0	-7.0027355E-8
2.4989998E+0	-7.0027504E-8
2.4999998E+0	-7.0027539E-8
2.5009999E+0	-7.0027411E-8
2.5019999E+0	-7.0027198E-8
2.5029998E+0	-7.0027085E-8
2.5039997E+0	-7.0027070E-8
2.5049999E+0	-7.0027006E-8
2.5059998E+0	-7.0027014E-8
2.5069997E+0	-7.0027070E-8
2.5079999E+0	-7.0027141E-8
2.5089998E+0	-7.0027298E-8
2.5099998E+0	-7.0027149E-8
2.5109999E+0	-7.0027227E-8
2.5119998E+0	-7.0027419E-8
2.5129998E+0	-7.0027248E-8
2.5139999E+0	-7.0027227E-8
2.5149999E+0	-7.0027312E-8
2.5159998E+0	-7.0027042E-8
2.5169997E+0	-7.0027021E-8
2.5179999E+0	-7.0027085E-8
2.5189998E+0	-7.0027383E-8
2.5199997E+0	-7.0027497E-8
2.5209999E+0	-7.0027284E-8
2.5219998E+0	-7.0027255E-8
2.5229998E+0	-7.0027177E-8
2.5239999E+0	-7.0026942E-8
2.5249999E+0	-7.0026843E-8
2.5259998E+0	-7.0026871E-8
2.5269997E+0	-7.0026928E-8
2.5279999E+0	-7.0027262E-8
2.5289998E+0	-7.0027028E-8
2.5299997E+0	-7.0027355E-8
2.5309999E+0	-7.0027269E-8
2.5319998E+0	-7.0027028E-8
