Experiment	Oscilloscope	
5.9789996E+0	-7.0026346E-8
5.9799995E+0	-7.0026580E-8
5.9809995E+0	-7.0026644E-8
5.9819994E+0	-7.0026573E-8
5.9829998E+0	-7.0026445E-8
5.9839997E+0	-7.0026545E-8
5.9849997E+0	-7.0026772E-8
5.9859996E+0	-7.0026871E-8
5.9869995E+0	-7.0026857E-8
5.9879994E+0	-7.0026829E-8
5.9889994E+0	-7.0026552E-8
5.9899998E+0	-7.0026545E-8
5.9909997E+0	-7.0026758E-8
5.9919996E+0	-7.0026758E-8
5.9929996E+0	-7.0026715E-8
5.9939995E+0	-7.0026722E-8
5.9949994E+0	-7.0026516E-8
5.9959998E+0	-7.0026573E-8
5.9969997E+0	-7.0026786E-8
5.9979997E+0	-7.0026630E-8
5.9989996E+0	-7.0026672E-8
5.9999995E+0	-7.0026807E-8
6.0009995E+0	-7.0026715E-8
6.0019994E+0	-7.0026886E-8
6.0029998E+0	-7.0026843E-8
6.0039997E+0	-7.0026850E-8
6.0049996E+0	-7.0027006E-8
6.0059996E+0	-7.0026815E-8
6.0069995E+0	-7.0026559E-8
6.0079994E+0	-7.0026708E-8
6.0089993E+0	-7.0026942E-8
6.0099998E+0	-7.0026999E-8
6.0109997E+0	-7.0026822E-8
6.0119996E+0	-7.0026715E-8
6.0129995E+0	-7.0026644E-8
6.0139995E+0	-7.0026715E-8
6.0149994E+0	-7.0026886E-8
6.0159998E+0	-7.0026729E-8
6.0169997E+0	-7.0026879E-8
6.0179996E+0	-7.0026985E-8
6.0189996E+0	-7.0026807E-8
6.0199995E+0	-7.0026772E-8
6.0209994E+0	-7.0026893E-8
6.0219994E+0	-7.0026729E-8
6.0229998E+0	-7.0027170E-8
6.0239997E+0	-7.0027355E-8
6.0249996E+0	-7.0027170E-8
6.0259995E+0	-7.0027426E-8
6.0269995E+0	-7.0027490E-8
6.0279994E+0	-7.0027106E-8
6.0289998E+0	-7.0027163E-8
6.0299997E+0	-7.0027014E-8
6.0309997E+0	-7.0026829E-8
6.0319996E+0	-7.0026957E-8
6.0329995E+0	-7.0026857E-8
6.0339994E+0	-7.0026687E-8
6.0349994E+0	-7.0026729E-8
6.0359998E+0	-7.0026722E-8
6.0369997E+0	-7.0026715E-8
6.0379996E+0	-7.0027028E-8
6.0389996E+0	-7.0027120E-8
6.0399995E+0	-7.0027127E-8
6.0409994E+0	-7.0027099E-8
6.0419998E+0	-7.0026843E-8
6.0429997E+0	-7.0026864E-8
6.0439997E+0	-7.0027127E-8
6.0449996E+0	-7.0027426E-8
6.0459995E+0	-7.0027127E-8
6.0469995E+0	-7.0026928E-8
6.0479994E+0	-7.0026786E-8
6.0489998E+0	-7.0026701E-8
6.0499997E+0	-7.0026957E-8
6.0509996E+0	-7.0027141E-8
6.0519996E+0	-7.0027120E-8
6.0529995E+0	-7.0027376E-8
6.0539994E+0	-7.0027127E-8
6.0549994E+0	-7.0026978E-8
6.0559998E+0	-7.0027184E-8
6.0569997E+0	-7.0027212E-8
6.0579996E+0	-7.0027191E-8
6.0589995E+0	-7.0027141E-8
6.0599995E+0	-7.0027170E-8
6.0609994E+0	-7.0027369E-8
6.0619998E+0	-7.0027305E-8
6.0629997E+0	-7.0027170E-8
6.0639997E+0	-7.0027340E-8
6.0649996E+0	-7.0027497E-8
6.0659995E+0	-7.0027696E-8
6.0669994E+0	-7.0027582E-8
6.0679994E+0	-7.0027482E-8
6.0689998E+0	-7.0027561E-8
6.0699997E+0	-7.0027639E-8
6.0709996E+0	-7.0027539E-8
6.0719995E+0	-7.0027482E-8
6.0729995E+0	-7.0027255E-8
6.0739994E+0	-7.0027355E-8
6.0749998E+0	-7.0027525E-8
6.0759997E+0	-7.0027383E-8
6.0769997E+0	-7.0027454E-8
6.0779996E+0	-7.0027383E-8
6.0789995E+0	-7.0027241E-8
6.0799994E+0	-7.0027497E-8
6.0809994E+0	-7.0027411E-8
6.0819998E+0	-7.0027276E-8
6.0829997E+0	-7.0027511E-8
6.0839996E+0	-7.0027511E-8
6.0849996E+0	-7.0027902E-8
6.0859995E+0	-7.0028136E-8
6.0869994E+0	-7.0027880E-8
6.0879993E+0	-7.0027724E-8
6.0889997E+0	-7.0027802E-8
6.0899997E+0	-7.0027895E-8
6.0909996E+0	-7.0028072E-8
6.0919995E+0	-7.0028065E-8
6.0929995E+0	-7.0027752E-8
6.0939994E+0	-7.0027582E-8
6.0949998E+0	-7.0027504E-8
6.0959997E+0	-7.0027482E-8
6.0969996E+0	-7.0027568E-8
6.0979996E+0	-7.0027582E-8
6.0989995E+0	-7.0027518E-8
6.0999994E+0	-7.0027362E-8
6.1009994E+0	-7.0027411E-8
6.1019998E+0	-7.0027312E-8
6.1029997E+0	-7.0027404E-8
6.1039996E+0	-7.0027909E-8
6.1049995E+0	-7.0027909E-8
6.1059995E+0	-7.0027923E-8
6.1069994E+0	-7.0027767E-8
6.1079998E+0	-7.0027383E-8
6.1089997E+0	-7.0027610E-8
6.1099997E+0	-7.0027795E-8
6.1109996E+0	-7.0027504E-8
6.1119995E+0	-7.0027880E-8
6.1129994E+0	-7.0027838E-8
6.1139994E+0	-7.0027632E-8
6.1149998E+0	-7.0027767E-8
6.1159997E+0	-7.0027767E-8
6.1169996E+0	-7.0027617E-8
6.1179996E+0	-7.0027689E-8
6.1189995E+0	-7.0027838E-8
6.1199994E+0	-7.0027710E-8
6.1209998E+0	-7.0027731E-8
6.1219997E+0	-7.0027497E-8
6.1229997E+0	-7.0027298E-8
6.1239996E+0	-7.0027056E-8
6.1249995E+0	-7.0027312E-8
6.1259995E+0	-7.0027511E-8
6.1269994E+0	-7.0027575E-8
6.1279998E+0	-7.0027610E-8
6.1289997E+0	-7.0027518E-8
6.1299996E+0	-7.0027667E-8
6.1309996E+0	-7.0027824E-8
6.1319995E+0	-7.0027610E-8
6.1329994E+0	-7.0027589E-8
6.1339993E+0	-7.0027497E-8
6.1349998E+0	-7.0027369E-8
6.1359997E+0	-7.0027532E-8
6.1369996E+0	-7.0027411E-8
6.1379995E+0	-7.0027411E-8
6.1389995E+0	-7.0027639E-8
6.1399994E+0	-7.0027724E-8
6.1409998E+0	-7.0027568E-8
6.1419997E+0	-7.0027710E-8
6.1429996E+0	-7.0027625E-8
6.1439996E+0	-7.0027454E-8
6.1449995E+0	-7.0027532E-8
6.1459994E+0	-7.0027639E-8
6.1469994E+0	-7.0027710E-8
6.1479998E+0	-7.0027561E-8
6.1489997E+0	-7.0027561E-8
6.1499996E+0	-7.0027461E-8
6.1509995E+0	-7.0027617E-8
6.1519995E+0	-7.0027717E-8
6.1529994E+0	-7.0027681E-8
6.1539998E+0	-7.0027497E-8
6.1549997E+0	-7.0027482E-8
6.1559997E+0	-7.0027355E-8
6.1569996E+0	-7.0027710E-8
6.1579995E+0	-7.0027767E-8
6.1589994E+0	-7.0027369E-8
6.1599994E+0	-7.0027255E-8
6.1609998E+0	-7.0027326E-8
6.1619997E+0	-7.0027291E-8
6.1629996E+0	-7.0027191E-8
6.1639996E+0	-7.0027113E-8
6.1649995E+0	-7.0027163E-8
6.1659994E+0	-7.0027298E-8
6.1669993E+0	-7.0027191E-8
6.1679997E+0	-7.0026985E-8
6.1689997E+0	-7.0027212E-8
6.1699996E+0	-7.0027156E-8
6.1709995E+0	-7.0027056E-8
6.1719995E+0	-7.0027383E-8
6.1729994E+0	-7.0027269E-8
6.1739998E+0	-7.0027184E-8
6.1749997E+0	-7.0027198E-8
6.1759996E+0	-7.0027156E-8
6.1769996E+0	-7.0027355E-8
6.1779995E+0	-7.0027284E-8
6.1789994E+0	-7.0027056E-8
6.1799994E+0	-7.0027113E-8
6.1809998E+0	-7.0027156E-8
6.1819997E+0	-7.0027113E-8
6.1829996E+0	-7.0027049E-8
6.1839995E+0	-7.0027156E-8
6.1849995E+0	-7.0027482E-8
6.1859994E+0	-7.0027326E-8
6.1869998E+0	-7.0027554E-8
6.1879997E+0	-7.0027369E-8
6.1889997E+0	-7.0027106E-8
6.1899996E+0	-7.0027149E-8
6.1909995E+0	-7.0027227E-8
6.1919994E+0	-7.0027305E-8
6.1929994E+0	-7.0027411E-8
6.1939998E+0	-7.0026985E-8
6.1949997E+0	-7.0026772E-8
6.1959996E+0	-7.0026722E-8
6.1969995E+0	-7.0026637E-8
6.1979995E+0	-7.0026687E-8
6.1989994E+0	-7.0026744E-8
6.1999998E+0	-7.0026601E-8
6.2009997E+0	-7.0026587E-8
6.2019997E+0	-7.0026736E-8
6.2029996E+0	-7.0026751E-8
6.2039995E+0	-7.0026715E-8
6.2049994E+0	-7.0026758E-8
6.2059994E+0	-7.0026864E-8
6.2069998E+0	-7.0027028E-8
6.2079997E+0	-7.0027198E-8
6.2089996E+0	-7.0026999E-8
6.2099996E+0	-7.0026729E-8
6.2109995E+0	-7.0026758E-8
6.2119994E+0	-7.0026800E-8
6.2129993E+0	-7.0026793E-8
6.2139997E+0	-7.0026715E-8
6.2149997E+0	-7.0026601E-8
6.2159996E+0	-7.0026402E-8
6.2169995E+0	-7.0026637E-8
6.2179995E+0	-7.0026729E-8
6.2189994E+0	-7.0026630E-8
6.2199998E+0	-7.0026800E-8
6.2209997E+0	-7.0026644E-8
6.2219996E+0	-7.0026744E-8
6.2229996E+0	-7.0026701E-8
6.2239995E+0	-7.0026573E-8
6.2249994E+0	-7.0026786E-8
6.2259994E+0	-7.0026971E-8
6.2269998E+0	-7.0026701E-8
6.2279997E+0	-7.0026580E-8
6.2289996E+0	-7.0026545E-8
6.2299995E+0	-7.0026331E-8
6.2309995E+0	-7.0026289E-8
6.2319994E+0	-7.0026488E-8
6.2329998E+0	-7.0026744E-8
6.2339997E+0	-7.0026722E-8
6.2349997E+0	-7.0026374E-8
6.2359996E+0	-7.0026289E-8
6.2369995E+0	-7.0026672E-8
6.2379994E+0	-7.0026850E-8
6.2389994E+0	-7.0026800E-8
6.2399998E+0	-7.0026587E-8
6.2409997E+0	-7.0026445E-8
6.2419996E+0	-7.0026488E-8
6.2429996E+0	-7.0026672E-8
6.2439995E+0	-7.0026793E-8
6.2449994E+0	-7.0026985E-8
6.2459993E+0	-7.0026822E-8
6.2469997E+0	-7.0026886E-8
6.2479997E+0	-7.0026672E-8
6.2489996E+0	-7.0026829E-8
6.2499995E+0	-7.0026722E-8
6.2509995E+0	-7.0026474E-8
6.2519994E+0	-7.0026573E-8
6.2529998E+0	-7.0026815E-8
6.2539997E+0	-7.0026559E-8
6.2549996E+0	-7.0026552E-8
6.2559996E+0	-7.0026481E-8
6.2569995E+0	-7.0026445E-8
6.2579994E+0	-7.0026807E-8
6.2589993E+0	-7.0026758E-8
6.2599998E+0	-7.0026886E-8
6.2609997E+0	-7.0026729E-8
6.2619996E+0	-7.0026744E-8
6.2629995E+0	-7.0026658E-8
6.2639995E+0	-7.0026545E-8
6.2649994E+0	-7.0026488E-8
6.2659998E+0	-7.0026616E-8
6.2669997E+0	-7.0026914E-8
6.2679996E+0	-7.0027042E-8
6.2689996E+0	-7.0027042E-8
6.2699995E+0	-7.0026900E-8
6.2709994E+0	-7.0026729E-8
6.2719994E+0	-7.0026388E-8
6.2729998E+0	-7.0026530E-8
6.2739997E+0	-7.0026609E-8
6.2749996E+0	-7.0026317E-8
6.2759995E+0	-7.0026410E-8
6.2769995E+0	-7.0026310E-8
6.2779994E+0	-7.0026424E-8
6.2789998E+0	-7.0026694E-8
6.2799997E+0	-7.0026687E-8
6.2809997E+0	-7.0026701E-8
6.2819996E+0	-7.0026829E-8
6.2829995E+0	-7.0026687E-8
6.2839994E+0	-7.0026594E-8
6.2849994E+0	-7.0026559E-8
6.2859998E+0	-7.0026516E-8
6.2869997E+0	-7.0026644E-8
6.2879996E+0	-7.0027106E-8
6.2889996E+0	-7.0027056E-8
6.2899995E+0	-7.0027170E-8
6.2909994E+0	-7.0027056E-8
6.2919993E+0	-7.0026786E-8
6.2929997E+0	-7.0026985E-8
6.2939997E+0	-7.0027028E-8
6.2949996E+0	-7.0026843E-8
6.2959995E+0	-7.0026800E-8
6.2969995E+0	-7.0026957E-8
6.2979994E+0	-7.0027049E-8
6.2989998E+0	-7.0026957E-8
6.2999997E+0	-7.0026871E-8
6.3009996E+0	-7.0026807E-8
6.3019996E+0	-7.0026708E-8
6.3029995E+0	-7.0026857E-8
6.3039994E+0	-7.0026829E-8
6.3049994E+0	-7.0026672E-8
6.3059998E+0	-7.0026985E-8
6.3069997E+0	-7.0026871E-8
6.3079996E+0	-7.0026793E-8
6.3089995E+0	-7.0027184E-8
6.3099995E+0	-7.0027085E-8
6.3109994E+0	-7.0026957E-8
6.3119998E+0	-7.0027241E-8
6.3129997E+0	-7.0027099E-8
6.3139997E+0	-7.0027284E-8
6.3149996E+0	-7.0027362E-8
6.3159995E+0	-7.0027028E-8
6.3169994E+0	-7.0027042E-8
6.3179994E+0	-7.0027042E-8
6.3189998E+0	-7.0026800E-8
6.3199997E+0	-7.0026921E-8
6.3209996E+0	-7.0027056E-8
6.3219995E+0	-7.0027099E-8
6.3229995E+0	-7.0027319E-8
6.3239994E+0	-7.0027326E-8
6.3249993E+0	-7.0027404E-8
6.3259997E+0	-7.0027212E-8
6.3269997E+0	-7.0027070E-8
6.3279996E+0	-7.0026935E-8
6.3289995E+0	-7.0026950E-8
6.3299994E+0	-7.0026900E-8
6.3309994E+0	-7.0026871E-8
6.3319998E+0	-7.0026942E-8
6.3329997E+0	-7.0027163E-8
6.3339996E+0	-7.0027099E-8
6.3349996E+0	-7.0026871E-8
6.3359995E+0	-7.0026957E-8
6.3369994E+0	-7.0026843E-8
6.3379993E+0	-7.0026985E-8
6.3389997E+0	-7.0027255E-8
6.3399997E+0	-7.0027149E-8
6.3409996E+0	-7.0027397E-8
6.3419995E+0	-7.0027212E-8
6.3429995E+0	-7.0027134E-8
6.3439994E+0	-7.0027298E-8
6.3449998E+0	-7.0027006E-8
6.3459997E+0	-7.0026765E-8
6.3469996E+0	-7.0027056E-8
6.3479996E+0	-7.0027198E-8
6.3489995E+0	-7.0027454E-8
6.3499994E+0	-7.0027468E-8
6.3509994E+0	-7.0027284E-8
6.3519998E+0	-7.0027269E-8
6.3529997E+0	-7.0027248E-8
6.3539996E+0	-7.0027085E-8
6.3549995E+0	-7.0027170E-8
6.3559995E+0	-7.0027127E-8
6.3569994E+0	-7.0027241E-8
6.3579993E+0	-7.0027227E-8
6.3589997E+0	-7.0027141E-8
6.3599997E+0	-7.0026886E-8
6.3609996E+0	-7.0027099E-8
6.3619995E+0	-7.0027191E-8
6.3629994E+0	-7.0027440E-8
6.3639994E+0	-7.0027298E-8
6.3649998E+0	-7.0027291E-8
6.3659997E+0	-7.0027262E-8
6.3669996E+0	-7.0027269E-8
6.3679996E+0	-7.0027518E-8
6.3689995E+0	-7.0027717E-8
6.3699994E+0	-7.0027539E-8
6.3709993E+0	-7.0027497E-8
6.3719997E+0	-7.0027284E-8
6.3729997E+0	-7.0027312E-8
6.3739996E+0	-7.0027149E-8
6.3749995E+0	-7.0026900E-8
6.3759995E+0	-7.0027099E-8
6.3769994E+0	-7.0027184E-8
6.3779998E+0	-7.0027241E-8
6.3789997E+0	-7.0027468E-8
6.3799996E+0	-7.0027340E-8
6.3809996E+0	-7.0027369E-8
6.3819995E+0	-7.0027369E-8
6.3829994E+0	-7.0027454E-8
6.3839993E+0	-7.0027468E-8
6.3849998E+0	-7.0027468E-8
6.3859997E+0	-7.0027177E-8
6.3869996E+0	-7.0027141E-8
6.3879995E+0	-7.0027134E-8
6.3889995E+0	-7.0027468E-8
6.3899994E+0	-7.0027887E-8
6.3909998E+0	-7.0027568E-8
6.3919997E+0	-7.0027468E-8
6.3929996E+0	-7.0027383E-8
6.3939996E+0	-7.0027355E-8
6.3949995E+0	-7.0027681E-8
6.3959994E+0	-7.0027603E-8
6.3969994E+0	-7.0027468E-8
6.3979998E+0	-7.0027752E-8
6.3989997E+0	-7.0027667E-8
6.3999996E+0	-7.0027696E-8
6.4009995E+0	-7.0027696E-8
6.4019995E+0	-7.0027539E-8
6.4029994E+0	-7.0027426E-8
6.4039993E+0	-7.0027369E-8
6.4049997E+0	-7.0027141E-8
6.4059997E+0	-7.0027198E-8
6.4069996E+0	-7.0027284E-8
6.4079995E+0	-7.0027248E-8
6.4089994E+0	-7.0027610E-8
6.4099994E+0	-7.0027539E-8
6.4109998E+0	-7.0027411E-8
6.4119997E+0	-7.0026900E-8
6.4129996E+0	-7.0026900E-8
6.4139996E+0	-7.0027191E-8
6.4149995E+0	-7.0027440E-8
6.4159994E+0	-7.0027355E-8
6.4169993E+0	-7.0027347E-8
6.4179997E+0	-7.0027156E-8
6.4189997E+0	-7.0027028E-8
6.4199996E+0	-7.0027177E-8
6.4209995E+0	-7.0027518E-8
6.4219995E+0	-7.0027696E-8
6.4229994E+0	-7.0027532E-8
6.4239998E+0	-7.0027454E-8
6.4249997E+0	-7.0027440E-8
6.4259996E+0	-7.0027291E-8
6.4269996E+0	-7.0027156E-8
6.4279995E+0	-7.0027042E-8
6.4289994E+0	-7.0027376E-8
6.4299994E+0	-7.0027752E-8
6.4309998E+0	-7.0027454E-8
6.4319997E+0	-7.0027255E-8
6.4329996E+0	-7.0027298E-8
6.4339995E+0	-7.0027284E-8
6.4349995E+0	-7.0027440E-8
6.4359994E+0	-7.0027340E-8
6.4369993E+0	-7.0027340E-8
6.4379997E+0	-7.0027355E-8
6.4389997E+0	-7.0027184E-8
6.4399996E+0	-7.0027198E-8
6.4409995E+0	-7.0027262E-8
6.4419994E+0	-7.0027227E-8
6.4429994E+0	-7.0027127E-8
6.4439998E+0	-7.0027227E-8
6.4449997E+0	-7.0027284E-8
6.4459996E+0	-7.0027149E-8
6.4469995E+0	-7.0027014E-8
6.4479995E+0	-7.0027014E-8
6.4489994E+0	-7.0027141E-8
6.4499993E+0	-7.0027170E-8
6.4509997E+0	-7.0027198E-8
6.4519997E+0	-7.0027184E-8
6.4529996E+0	-7.0026871E-8
6.4539995E+0	-7.0026928E-8
6.4549994E+0	-7.0027113E-8
6.4559994E+0	-7.0027063E-8
6.4569998E+0	-7.0027205E-8
6.4579997E+0	-7.0027077E-8
6.4589996E+0	-7.0026942E-8
6.4599996E+0	-7.0027255E-8
6.4609995E+0	-7.0027490E-8
6.4619994E+0	-7.0027426E-8
6.4629993E+0	-7.0027426E-8
6.4639997E+0	-7.0027255E-8
6.4649997E+0	-7.0027347E-8
6.4659996E+0	-7.0027298E-8
6.4669995E+0	-7.0027184E-8
6.4679995E+0	-7.0027127E-8
6.4689994E+0	-7.0027028E-8
6.4699998E+0	-7.0026985E-8
6.4709997E+0	-7.0026978E-8
6.4719996E+0	-7.0026921E-8
6.4729996E+0	-7.0026985E-8
6.4739995E+0	-7.0026886E-8
6.4749994E+0	-7.0026843E-8
6.4759994E+0	-7.0027056E-8
6.4769998E+0	-7.0027191E-8
6.4779997E+0	-7.0027141E-8
6.4789996E+0	-7.0026978E-8
6.4799995E+0	-7.0026680E-8
6.4809995E+0	-7.0027049E-8
6.4819994E+0	-7.0027241E-8
6.4829993E+0	-7.0027262E-8
6.4839997E+0	-7.0027340E-8
6.4849997E+0	-7.0027042E-8
6.4859996E+0	-7.0027035E-8
6.4869995E+0	-7.0027056E-8
6.4879994E+0	-7.0027042E-8
6.4889994E+0	-7.0027198E-8
6.4899998E+0	-7.0027284E-8
6.4909997E+0	-7.0026822E-8
6.4919996E+0	-7.0026786E-8
6.4929996E+0	-7.0026829E-8
6.4939995E+0	-7.0026758E-8
6.4949994E+0	-7.0026978E-8
6.4959993E+0	-7.0027113E-8
6.4969997E+0	-7.0027113E-8
6.4979997E+0	-7.0026964E-8
6.4989996E+0	-7.0026587E-8
6.4999995E+0	-7.0026616E-8
6.5009995E+0	-7.0026672E-8
6.5019994E+0	-7.0027056E-8
6.5029998E+0	-7.0027156E-8
6.5039997E+0	-7.0027163E-8
6.5049996E+0	-7.0027248E-8
6.5059996E+0	-7.0027312E-8
6.5069995E+0	-7.0027085E-8
6.5079994E+0	-7.0026928E-8
6.5089993E+0	-7.0026971E-8
6.5099998E+0	-7.0026843E-8
6.5109997E+0	-7.0026871E-8
6.5119996E+0	-7.0026900E-8
6.5129995E+0	-7.0027056E-8
6.5139995E+0	-7.0026914E-8
6.5149994E+0	-7.0026552E-8
6.5159993E+0	-7.0026573E-8
6.5169997E+0	-7.0026715E-8
6.5179996E+0	-7.0026800E-8
6.5189996E+0	-7.0026971E-8
6.5199995E+0	-7.0026786E-8
6.5209994E+0	-7.0026815E-8
6.5219994E+0	-7.0026658E-8
6.5229998E+0	-7.0026587E-8
6.5239997E+0	-7.0026843E-8
6.5249996E+0	-7.0027113E-8
6.5259995E+0	-7.0027170E-8
6.5269995E+0	-7.0026928E-8
6.5279994E+0	-7.0026779E-8
6.5289993E+0	-7.0026850E-8
6.5299997E+0	-7.0026665E-8
6.5309997E+0	-7.0026509E-8
6.5319996E+0	-7.0026502E-8
6.5329995E+0	-7.0026452E-8
6.5339994E+0	-7.0026452E-8
6.5349994E+0	-7.0026552E-8
6.5359998E+0	-7.0026587E-8
6.5369997E+0	-7.0026715E-8
6.5379996E+0	-7.0026900E-8
6.5389996E+0	-7.0026701E-8
6.5399995E+0	-7.0026744E-8
6.5409994E+0	-7.0026744E-8
6.5419993E+0	-7.0026758E-8
6.5429997E+0	-7.0026893E-8
6.5439997E+0	-7.0026800E-8
6.5449996E+0	-7.0026680E-8
6.5459995E+0	-7.0026800E-8
6.5469995E+0	-7.0026637E-8
6.5479994E+0	-7.0026530E-8
6.5489998E+0	-7.0026914E-8
6.5499997E+0	-7.0026573E-8
6.5509996E+0	-7.0026545E-8
6.5519996E+0	-7.0026886E-8
6.5529995E+0	-7.0026807E-8
6.5539994E+0	-7.0026928E-8
6.5549994E+0	-7.0026786E-8
6.5559998E+0	-7.0026708E-8
6.5569997E+0	-7.0026871E-8
6.5579996E+0	-7.0026744E-8
6.5589995E+0	-7.0026744E-8
6.5599995E+0	-7.0026893E-8
6.5609994E+0	-7.0027113E-8
6.5619993E+0	-7.0027113E-8
6.5629997E+0	-7.0026935E-8
6.5639997E+0	-7.0026708E-8
6.5649996E+0	-7.0026985E-8
6.5659995E+0	-7.0026886E-8
6.5669994E+0	-7.0026900E-8
6.5679994E+0	-7.0026900E-8
6.5689998E+0	-7.0026829E-8
6.5699997E+0	-7.0026729E-8
6.5709996E+0	-7.0026630E-8
6.5719995E+0	-7.0026900E-8
6.5729995E+0	-7.0026985E-8
6.5739994E+0	-7.0026431E-8
6.5749993E+0	-7.0026459E-8
6.5759997E+0	-7.0026772E-8
6.5769997E+0	-7.0026871E-8
6.5779996E+0	-7.0026971E-8
6.5789995E+0	-7.0026864E-8
6.5799994E+0	-7.0026587E-8
6.5809994E+0	-7.0026800E-8
6.5819998E+0	-7.0026886E-8
6.5829997E+0	-7.0026672E-8
6.5839996E+0	-7.0026985E-8
6.5849996E+0	-7.0027099E-8
6.5859995E+0	-7.0026978E-8
6.5869994E+0	-7.0027028E-8
6.5879993E+0	-7.0026886E-8
6.5889997E+0	-7.0026800E-8
6.5899997E+0	-7.0026793E-8
6.5909996E+0	-7.0027014E-8
6.5919995E+0	-7.0027113E-8
6.5929995E+0	-7.0026985E-8
6.5939994E+0	-7.0026999E-8
6.5949993E+0	-7.0026815E-8
6.5959997E+0	-7.0026857E-8
6.5969996E+0	-7.0027099E-8
6.5979996E+0	-7.0027298E-8
6.5989995E+0	-7.0027241E-8
6.5999994E+0	-7.0027227E-8
6.6009994E+0	-7.0026928E-8
6.6019998E+0	-7.0026822E-8
6.6029997E+0	-7.0026950E-8
6.6039996E+0	-7.0026871E-8
6.6049995E+0	-7.0027070E-8
6.6059995E+0	-7.0026985E-8
6.6069994E+0	-7.0026950E-8
6.6079993E+0	-7.0027141E-8
6.6089997E+0	-7.0027070E-8
6.6099997E+0	-7.0027070E-8
6.6109996E+0	-7.0027220E-8
6.6119995E+0	-7.0027212E-8
6.6129994E+0	-7.0027284E-8
6.6139994E+0	-7.0027234E-8
6.6149998E+0	-7.0027113E-8
6.6159997E+0	-7.0027063E-8
6.6169996E+0	-7.0027127E-8
6.6179996E+0	-7.0027340E-8
6.6189995E+0	-7.0027312E-8
6.6199994E+0	-7.0027198E-8
6.6209993E+0	-7.0027234E-8
6.6219997E+0	-7.0027156E-8
6.6229997E+0	-7.0027212E-8
6.6239996E+0	-7.0027426E-8
6.6249995E+0	-7.0027269E-8
6.6259995E+0	-7.0026900E-8
6.6269994E+0	-7.0027070E-8
6.6279993E+0	-7.0026815E-8
6.6289997E+0	-7.0027141E-8
6.6299996E+0	-7.0027149E-8
6.6309996E+0	-7.0026879E-8
6.6319995E+0	-7.0027248E-8
6.6329994E+0	-7.0027106E-8
6.6339993E+0	-7.0026701E-8
6.6349998E+0	-7.0026843E-8
6.6359997E+0	-7.0026573E-8
6.6369996E+0	-7.0026935E-8
6.6379995E+0	-7.0027397E-8
6.6389995E+0	-7.0027227E-8
6.6399994E+0	-7.0027113E-8
6.6409993E+0	-7.0027298E-8
6.6419997E+0	-7.0027241E-8
6.6429996E+0	-7.0027298E-8
6.6439996E+0	-7.0027212E-8
6.6449995E+0	-7.0027426E-8
6.6459994E+0	-7.0027454E-8
6.6469994E+0	-7.0027411E-8
6.6479998E+0	-7.0027255E-8
6.6489997E+0	-7.0027461E-8
6.6499996E+0	-7.0027518E-8
6.6509995E+0	-7.0027411E-8
6.6519995E+0	-7.0027383E-8
6.6529994E+0	-7.0027575E-8
6.6539993E+0	-7.0027482E-8
6.6549997E+0	-7.0027326E-8
6.6559997E+0	-7.0027411E-8
6.6569996E+0	-7.0027397E-8
6.6579995E+0	-7.0027596E-8
6.6589994E+0	-7.0027774E-8
6.6599994E+0	-7.0027710E-8
6.6609998E+0	-7.0027625E-8
6.6619997E+0	-7.0027504E-8
6.6629996E+0	-7.0027113E-8
6.6639996E+0	-7.0027355E-8
6.6649995E+0	-7.0027596E-8
6.6659994E+0	-7.0027497E-8
6.6669993E+0	-7.0027554E-8
6.6679997E+0	-7.0027475E-8
6.6689997E+0	-7.0027241E-8
6.6699996E+0	-7.0027184E-8
6.6709995E+0	-7.0027227E-8
6.6719995E+0	-7.0027347E-8
6.6729994E+0	-7.0027653E-8
6.6739993E+0	-7.0027760E-8
6.6749997E+0	-7.0027617E-8
6.6759996E+0	-7.0027454E-8
6.6769996E+0	-7.0027426E-8
6.6779995E+0	-7.0027575E-8
6.6789994E+0	-7.0027639E-8
6.6799994E+0	-7.0027809E-8
6.6809998E+0	-7.0027824E-8
6.6819997E+0	-7.0027468E-8
6.6829996E+0	-7.0027326E-8
6.6839995E+0	-7.0027390E-8
6.6849995E+0	-7.0027454E-8
6.6859994E+0	-7.0027674E-8
6.6869993E+0	-7.0027468E-8
6.6879997E+0	-7.0027525E-8
6.6889997E+0	-7.0027752E-8
6.6899996E+0	-7.0027468E-8
6.6909995E+0	-7.0027461E-8
6.6919994E+0	-7.0027440E-8
6.6929994E+0	-7.0027383E-8
6.6939998E+0	-7.0027632E-8
6.6949997E+0	-7.0027639E-8
6.6959996E+0	-7.0027490E-8
6.6969995E+0	-7.0027447E-8
6.6979995E+0	-7.0027639E-8
6.6989994E+0	-7.0027795E-8
6.6999993E+0	-7.0027767E-8
6.7009997E+0	-7.0027752E-8
6.7019997E+0	-7.0027738E-8
6.7029996E+0	-7.0027596E-8
6.7039995E+0	-7.0027674E-8
6.7049994E+0	-7.0027752E-8
6.7059994E+0	-7.0027653E-8
6.7069993E+0	-7.0027596E-8
6.7079997E+0	-7.0027710E-8
6.7089996E+0	-7.0027681E-8
6.7099996E+0	-7.0027610E-8
6.7109995E+0	-7.0027333E-8
6.7119994E+0	-7.0027490E-8
6.7129993E+0	-7.0027582E-8
6.7139997E+0	-7.0027490E-8
